title;artist;album;platform;isFound
"They Try";"Rascal Flatts";"Nothing Like This";applemusicapp;1
Thief;"Imagine Dragons";"Smoke + Mirrors (Deluxe)";applemusicapp;1
"Thin Air";"Christophe Beck";"Frozen (Deluxe Edition) (CD2)";applemusicapp;0
"Thing for You";"David Guetta & Martin Solveig";"Thing for You (David Guetta Remix) - Single";applemusicapp;0
"Things I'll Never Say";"Avril Lavigne";"Let Go";applemusicapp;1
"Things That Matter";"Rascal Flatts";Unstoppable;applemusicapp;1
"Things That Stop You Dreaming";Passenger;"All The Little Lights";applemusicapp;1
"Think a Little Less";"Michael Ray";"Michael Ray";applemusicapp;1
"Think of Me (From 'Phantom of the Opera')";"Andrew Lloyd Webber, Steve Barton & Sarah Brightman";Encore;applemusicapp;1
"Think of You";"A Fine Frenzy";"One Cell In the Sea";applemusicapp;1
"Think of You (Duet with Cassadee Pope)";"Chris Young";"I'm Comin' Over";applemusicapp;1
"Think of You Later (Empty Room)";"Every Avenue";"Shh. Just Go with It";applemusicapp;1
"Thinkin Bout You";"Frank Ocean";"Channel ORANGE";applemusicapp;1
"Thinking of You";"Katy Perry";"One Of The Boys";applemusicapp;1
"Thinking Out Loud";"Ed Sheeran";"x (Deluxe Edition)";applemusicapp;1
"This Afternoon";Nickelback;"Dark Horse";applemusicapp;0
"This Ain't A Scene, It's An Arms Race";"Fall Out Boy";"Infinity On High";applemusicapp;1
"This Ain't Goodbye";Train;"Save Me, San Francisco (Golden Gate Edition)";applemusicapp;1
"This Christmas";"The Cheetah Girls";"Cheetah-Licious Christmas";applemusicapp;1
"This Everyday Love";"Rascal Flatts";"Rascal Flatts";applemusicapp;1
"This Feeling (feat. Kelsea Ballerini)";"The Chainsmokers";"Sick Boy";applemusicapp;1
"This Fire";"Franz Ferdinand";"Franz Ferdinand";applemusicapp;1
"This I Promise You";Nsync;"Greatest Hits";applemusicapp;1
"This Is America";"Childish Gambino";"This Is America - Single";applemusicapp;1
"This Is Definitely Not The 405";"Super Mash Bros.";"All About The Scrilions";applemusicapp;0
"This Is For Real";"Motion City Soundtrack";"Even If It Kills Me";applemusicapp;1
"This Is How I Disappear";"My Chemical Romance";"The Black Parade";applemusicapp;1
"This Is How It Goes Down [Ft. Travis McCoy]";Pink;Funhouse;applemusicapp;0
"This Is How We Do";"All Time Low";"So Wrong, It's Right";applemusicapp;1
"This Is How We Do";"Katy Perry";"PRISM (Deluxe)";applemusicapp;1
"This Is How We Do It";"Montell Jordan";;applemusicapp;1
"This Is How We Do It";"Montell Jordan";"This Is How We Do It";applemusicapp;1
"This Is How We Roll";"Florida Georgia Line Feat. Luke Bryan";"Here's To The Good Times...This Is How We Roll";applemusicapp;1
"This Is How We Roll";"Fifth Harmony";"Reflection (Deluxe)";applemusicapp;1
"This Is Me";"Keala Settle & The Greatest Showman Ensemble";"The Greatest Showman (Original Motion Picture Soundtrack)";applemusicapp;0
"This Is Our Town";"We the Kings";"We the Kings";applemusicapp;1
"This Is The End";"The Maine";"Can't Stop, Won't Stop";applemusicapp;1
"This Is The Sound";"American Hi-Fi";"The Art Of Losing";applemusicapp;1
"This Is War";"30 Seconds To Mars";"This Is War";applemusicapp;1
"This Is What It Feels Like (UK Radio Version) [feat. Trevor Guthrie]";"Armin van Buuren";"The Workout Mix - Summer Fit CD1";applemusicapp;1
"This Is Where You Can Reach Me Now";U2;"Songs of Innocence";applemusicapp;1
"This Love";"Maroon 5";"Songs About Jane";applemusicapp;1
"This Love";"Taylor Swift";"1989 (By Alexis Castro DJ)";applemusicapp;1
"This Moment";"Katy Perry";"PRISM (Deluxe)";applemusicapp;1
"This One's a Cheap Shot";"Every Avenue";"Shh. Just Go with It";applemusicapp;1
"This Plane";"Wiz Khalifa";"Deal or No Deal";applemusicapp;1
"This Time Around";Hanson;"Now That's What I Call Music! Vol. 4";applemusicapp;1
"This Too Shall Pass";Sinclair;"Sweet Talk - EP";applemusicapp;1
"This Town";"Niall Horan";"This Town - Single";applemusicapp;1
"This War Is Ours (The Guillotine Part II)";"Escape the Fate";"This War Is Ours";applemusicapp;1
"This Week the Trend";"Relient K";MMHMM;applemusicapp;1
"This Will Be Our Year";"OK Go";"Music From The Motion Picture John Tucker Must Die";applemusicapp;1
"This'll Be My Year";Train;"California 37";applemusicapp;1
"A Thousand Miles";"Vanessa Carlton";"Be Not Nobody";applemusicapp;1
"Thrash Unreal";"Against Me!";"New Wave";applemusicapp;1
"Three Little Birds";"Sean Paul and Ziggy Marley";"Shark Tale OST(RealestNiggas.Com)";applemusicapp;0
"Three Little Birds";"Bob Marley & The Wailers";"Exodus: The Movement Continues (40th Anniversary Deluxe Edition)";applemusicapp;1
"Three Times A Lady";"Cobra Starship";"¡Viva La Cobra!";applemusicapp;1
"Thrift Shop (feat. Wanz)";"Macklemore & Ryan Lewis";"Thrift Shop (feat. Wanz) - Single";applemusicapp;1
"The Thrill";"Wiz Khalifa";;applemusicapp;0
"The Thrill (Walking On a Dream)";"Wiz Khalifa";;applemusicapp;0
Thriller;"Fall Out Boy";"Infinity On High";applemusicapp;1
"Through The Fire And Flames";Dragonforce;;applemusicapp;1
"Through The Roof";"Chris Webby";"There Goes The Neighborhood EP";applemusicapp;1
"Through With Love";"Destiny's Child";"Destiny Fulfilled";applemusicapp;1
"Through With You";"Maroon 5";"Songs About Jane";applemusicapp;1
"Throw It In The Bag";"Fabolous Feat. The Dream";www.RnBXclusive.com;applemusicapp;0
"Throw Sum Mo (feat. Nicki Minaj & Young Thug)";"Rae Sremmurd";SremmLife;applemusicapp;1
Thumbs;"Sabrina Carpenter";EVOLution;applemusicapp;1
Thunder;"Boys Like Girls";"Boys Like Girls";applemusicapp;1
Thunder;"Imagine Dragons";Evolve;applemusicapp;1
Thunderstruck;AC-DC;"The Razors Edge";applemusicapp;1
"Tidal Wave";"Owl City";"Ocean Eyes";applemusicapp;1
"The Tide Is High (Get The Feeling)";"Atomic Kitten";"The Lizzie McGuire Movie";applemusicapp;0
"Tie Me Down";"New Boyz";HotNewHipHop.com;applemusicapp;1
"Tied Together With A Smile";"Taylor Swift";"Taylor Swift";applemusicapp;1
"Tiimmy Turner";Desiigner;"Tiimmy Turner - Single";applemusicapp;1
"TiK ToK";Ke$ha;Animal;applemusicapp;1
"Till The World Ends";"Britney Spears";"Till The World Ends";applemusicapp;1
"Till the World Ends (Varsity Team Radio Remix)";"Britney Spears";"NOW That's What I Call a Workout";applemusicapp;1
"Tim McGraw";"Taylor Swift";"Taylor Swift";applemusicapp;1
Timber;"Pitbull feat. Ke$ha";;applemusicapp;0
Time;"Blink 182";Buddha;applemusicapp;1
TIME;Alesso;"ALESSO MIXTAPE - PROGRESSO VOLUME 1 - Single";applemusicapp;1
"Time (Edit)";NF;"The Search";applemusicapp;1
"Time After Time";Quietdrive;"Music From The Motion Picture John Tucker Must Die";applemusicapp;0
"Time After Time";"Cyndi Lauper";"VH1 100 Greatest Songs of 80’s";applemusicapp;1
"Time For Me To Fly";"Jonas Brothers";"It's About Time";applemusicapp;1
"Time for War (Epic Motivational V1.0)";"Fearless Motivation";"Greatest Hits Motivational Speeches";applemusicapp;1
"Time for War (Epic Motivational V1.0)";"Fearless Motivation";"Hungry for Success: Motivational Speeches & Workout Music";applemusicapp;1
"Time for War (Epic Motivational V1.0)";"Fearless Motivation";"10% Human 90% Beast (Gym Motivational Speeches)";applemusicapp;1
"Time In A Bottle";"Jim Croce";;applemusicapp;1
"Time Is Running Out";Muse;Absolution;applemusicapp;1
"The Time Of My Life";"David Cook";"The Time of My Life - Single";applemusicapp;1
"Time of Our Lives";"Pitbull & Ne-Yo";"Time of Our Lives - Single";applemusicapp;1
"Time To Break Up";"Blink 182";"Take Off Your Pants And Jacket";applemusicapp;0
"Time To Break Up";Blink-182;;applemusicapp;0
"Time To Dance";"Panic! At The Disco";"A Fever You Can't Sweat Out";applemusicapp;1
"Time To Go";"The Maine";"Can't Stop, Won't Stop";applemusicapp;1
"Time to Pretend";MGMT;"Oracular Spectacular";applemusicapp;1
"Time Turned Fragile";"Motion City Soundtrack";"Commit This To Memory";applemusicapp;1
Timothy;Jet;"Get Born";applemusicapp;1
"Tip It Back";"Florida Georgia Line";"Here's To the Good Times (Deluxe Version)";applemusicapp;1
"Tip It Back (Live From Joe's Bar, Chicago/2012)";"Florida Georgia Line";"Here's To the Good Times (Deluxe Version)";applemusicapp;1
"Tip Jar";"Frankie Ballard";"Sunshine & Whiskey";applemusicapp;1
"The Tip of the Iceberg";"Owl City";"Ocean Eyes";applemusicapp;1
"Tip Pon It";"Sean Paul & Major Lazer";"Mad Love: The Prequel";applemusicapp;0
"Tip Toe (feat. French Montana)";"Jason Derulo";"Tip Toe (feat. French Montana) - Single";applemusicapp;1
"Tipsy Club Mix";J-Kwon;;applemusicapp;1
TKO;"Justin Timberlake";"TKO - Single";applemusicapp;1
"To Be Loved";Train;"California 37";applemusicapp;1
"To Be Young and Alive";"Huey Mack";"Freshman 15";applemusicapp;0
"To Know Your Name";"Lindsay Lohan";Speak;applemusicapp;1
"To Make Her Love Me";"Rascal Flatts";"Me And My Gang";applemusicapp;1
"To Make You Feel My Love";"Josh Kelley";"A Cinderella Story";applemusicapp;1
"To The Floor";"Mariah Carey Feat. Nelly";"The Emancipation Of Mimi [Repackage]";applemusicapp;1
"To the Wire (feat. Tima Dee)";Krunk!;"To the Wire (feat. Tima Dee) - Single";applemusicapp;1
"To Whom It May Concern";"The Civil Wars";"Barton Hollow";applemusicapp;1
"Toast and Bananas";"Blink 182";"Cheshire Cat";applemusicapp;1
"Toasts and Bananas";"Blink 182";Buddha;applemusicapp;0
"Toccata and Fugue in D minor, BWV 565 (arr. L. Stokowski for orchestra)";"José Serebrier & Bournemouth Symphony Orchestra";"Devil'S Music (The)";applemusicapp;0
"Today Is the Day (Motivational Speech)";"Fearless Motivation";"Greatest Hits Motivational Speeches";applemusicapp;1
Toes;"Zac Brown Band";;applemusicapp;1
Together;"Huey Mack ft Miami Horror";"Freshman 15";applemusicapp;0
Together;"The Fray";"Reason [EP]";applemusicapp;0
"Together We Can";"The Cheetah Girls";"The Cheetah Girls";applemusicapp;0
"Together We'll Ring In The New Year";"Motion City Soundtrack";"Commit This To Memory";applemusicapp;1
"Tom Ford";"JAY Z";"Magna Carta... Holy Grail";applemusicapp;1
"Tom Sawyer";Rush;;applemusicapp;1
Tomorrow;"Avril Lavigne";"Let Go";applemusicapp;1
Tomorrow;Lillix;"Confessions Of A Teenage Drama Queen";applemusicapp;0
"Tongue Tied";Grouplove;"Tongue Tied - Single";applemusicapp;1
"Tongue Tied";"Marshmello, YUNGBLUD & blackbear";"Tongue Tied - Single";applemusicapp;1
Tonight;"Enrique Iglesias";;applemusicapp;1
"Tonight I’m Getting Over You (KoKo Club Mix)";"Carly Rae Jepsen";"The Workout Mix - Summer Fit CD1";applemusicapp;1
"Tonight Tonight";"Rascal Flatts";"Nothing Like This";applemusicapp;1
"Tonight Tonight";"Hot Chelle Rae";;applemusicapp;1
"Tonight Tonight";"Hot Chelle Rae";;applemusicapp;1
"Tonight, Tonight";"The Smashing Pumpkins";"100 Greatest Rock Songs Of The 90s";applemusicapp;1
"Too Close";"Alex Clare";;applemusicapp;1
"Too Deep";dvsn;"SEPT. 5TH";applemusicapp;1
"Too Easy";OneRepublic;;applemusicapp;0
"Too Fake";"Big Sean ft Chiddy Bang";"Finally Famous";applemusicapp;0
"Too Good (feat. Rihanna)";Drake;Views;applemusicapp;1
"Too Good Is True";"Rascal Flatts";Melt;applemusicapp;1
"Too Many Nights";Goldfinger;;applemusicapp;1
"Too Much to Ask";"Avril Lavigne";"Let Go";applemusicapp;1
"Too Shy";Kajagoogoo;"VH1 100 Greatest Songs of 80’s";applemusicapp;1
"Took My Love";"Pitbull Ft.Red Foo, Vein & David Rush";Pitbull-Planet.Pit-Super.Deluxe.Edition-2011-[NoFS];applemusicapp;1
"Toosie Slide";Drake;"Toosie Slide - Single";applemusicapp;1
"Top Down";"Fifth Harmony";"Reflection (Deluxe)";applemusicapp;1
"Top of the World";"Hoodie Allen";"All American";applemusicapp;1
"Top of the World";"Tim McGraw";"Top of the World";applemusicapp;1
"Top Of The World";"The All-American Rejects";"Move Along";applemusicapp;1
"Top of the World (Live from the Wiltern)";"The All-American Rejects";"Move Along";applemusicapp;1
Torn;"Ava Max";"Torn - Single";applemusicapp;1
"Torture Me";"Red Hot Chili Peppers";"Stadium Arcadium";applemusicapp;1
"Total Eclipse Of The Heart";"Bonnie Tyler";"VH1 100 Greatest Songs of 80’s";applemusicapp;1
Touch;"Little Mix";"Glory Days: The Platinum Edition";applemusicapp;1
"Touch The Sky (Remix)";Disfunktion;;applemusicapp;0
"Touchdown Boy";"Blink 182";"Cheshire Cat";applemusicapp;1
"Touchin On My";3OH!3;"Touchin On My - Single";applemusicapp;1
"Touching My Body";"Danity Kane";"Danity Kane";applemusicapp;1
"Tough Lover";"Aguilera, Christina";"Burlesque OST";applemusicapp;0
"Town Called Malice";"The Jam";"The Sound of The Jam";applemusicapp;1
Toxic;"Britney Spears";"In the Zone";applemusicapp;1
"Trade Mistakes";"Panic! At The Disco";"Vices and Virtues";applemusicapp;1
"Trading Heartbeats";"Every Avenue";"Shh. Just Go with It";applemusicapp;1
"Train #10";"Tim McGraw";"Let It Go";applemusicapp;1
Trampoline;SHAED;MELT;applemusicapp;1
"Trap Queen";"Fetty Wap";"Trap Queen - Single";applemusicapp;1
"Trap Queen";"Fetty Wap";"Fetty Wap (Deluxe Edition)";applemusicapp;1
Treacherous;"Taylor Swift";Red;applemusicapp;1
"Treacherous (Original Demo Recording)";"Taylor Swift";"Red Deluxe Edition";applemusicapp;1
Treason;"Christophe Beck";"Frozen (Deluxe Edition) (CD1)";applemusicapp;0
Treason;"Christophe Beck";"Frozen (Original Motion Picture Soundtrack)";applemusicapp;0
Treasure;"Bruno Mars";"Unorthodox Jukebox";applemusicapp;1
"Treat You Better";"Shawn Mendes";"Illuminate (Deluxe)";applemusicapp;1
"Tremble For My Beloved";"Collective Soul";"The Twilight Soundtrack";applemusicapp;1
"Tristan Und Isolde: Symphonic Synthesis (arr. L. Stokowski): III. Act III: Liebestod (Love Death)";"Bournemouth Symphony Orchestra & José Serebrier";"Wagner: Stokowski Transcriptions";applemusicapp;0
"Triumphal March (From ""Aida"")";"André Rieu";"The Flying Dutchman";applemusicapp;1
"The Trolls";"Christophe Beck";"Frozen (Deluxe Edition) (CD1)";applemusicapp;0
"The Trolls";"Christophe Beck";"Frozen (Original Motion Picture Soundtrack)";applemusicapp;0
Trombone;"B3nte & Treyy G";"Trombone - Single";applemusicapp;0
"Trophies (feat. Drake)";"Young Money";"Rise of an Empire";applemusicapp;1
Trouble;"Imagine Dragons";"Smoke + Mirrors (Deluxe)";applemusicapp;1
"The Trouble With Love Is";"Kelly Clarkson";Thankful;applemusicapp;1
Troublemaker;"Olly Murs/Flo Rida";"Troublemaker (Feat Flo Rida) - Single";applemusicapp;0
"The Troubles";U2;"Songs of Innocence";applemusicapp;1
"Truck Yeah";"Tim McGraw";"Two Lanes of Freedom (Accelerated Deluxe)";applemusicapp;1
"Trucker Hat";"Bowling For Soup";;applemusicapp;1
Trudy;"Aston Merrygold";"Trudy - Single";applemusicapp;1
"True Friend";"Hannah Montana";"Hannah Montana 2: Meet Miley Cyrus [Disc 1]";applemusicapp;1
"True to Me";"Metro Station";"Metro Station";applemusicapp;1
"Truffle Butter";"Nicki Minaj,Lil Wayne,Drake";Pinkprint;applemusicapp;1
"Truffle Butter (feat. Drake & Lil Wayne)";"Nicki Minaj";"The Pinkprint (Bonus Tracks)";applemusicapp;1
"Trumpet Concerto in E-Flat Major, Hob. VIIe/1: III. Finale - Allegro";"Jesús López-Cobos, Orchestre de Chambre de Lausanne & Sergei Nakariakov";"Tomasi, Hummel, Haydn: Trumpet Concertos";applemusicapp;1
Trumpets;"Jason Derulo";"Tattoos (Deluxe Version)";applemusicapp;1
Trumpets;"Timmy Trumpet & Lady Bee";"Trumpets - Single";applemusicapp;1
"Trumpsta (Djuro Remix)";"Contiez & Treyy G";"Safari Weapons 7 - Single";applemusicapp;0
"Trust In You";"The Offspring";"Rise and Fall, Rage and Grace";applemusicapp;1
"The Truth";"Good Charlotte";"The Chronicles Of Life And Death";applemusicapp;1
"The Truth";"Jason Aldean";"Wide Open";applemusicapp;1
"Truth Hurts";Lizzo;"Cuz I Love You (Super Deluxe)";applemusicapp;1
"Try a Little Tenderness";"Michael Bublé";"It's Time";applemusicapp;1
"Try Again";Aaliyah;"Now That's What I Call Music! Vol. 4";applemusicapp;0
Tsunami;"DVBBS & Borgeous";"Tsunami - Single";applemusicapp;0
Tubthumping;Chumbawamba;;applemusicapp;1
"Tuesday (feat. Drake)";"I LOVE MAKONNEN";"Tuesday (feat. Drake) - Single";applemusicapp;1
"Tuesday's Gone";"Lynyrd Skynyrd";;applemusicapp;1
"Tupac Back";"Meek Mill ft Rick Ross";;applemusicapp;0
Turbulence;"Laidback Luke, Lil Jon & Steve Aoki";"NOW That's What I Call a Workout";applemusicapp;1
"Turn Around (Part II)";"Flo Rida Ft. Pitbull";Pitbull-Planet.Pit-Super.Deluxe.Edition-2011-[NoFS];applemusicapp;0
"Turn Down For What";"DJ Snake & Lil Jon";"Turn Down For What - Single";applemusicapp;1
"Turn It Again";"Red Hot Chili Peppers";"Stadium Arcadium";applemusicapp;1
"Turn Me on (Feat. Nicki Minaj)";"David Guetta";"Nothing But the Beat (US Edition)";applemusicapp;1
"Turn Me Up";Reinvention;www.GoodMusicAllDay.com;applemusicapp;0
"Turn My Swag On";"Soulja Boy";;applemusicapp;1
"Turn On the Lights";Future;"Pluto 3D";applemusicapp;1
"Turn the Night Up";"Enrique Iglesias";"Turn the Night Up - Single";applemusicapp;1
"Turn Up The Music";"Chris Brown";;applemusicapp;1
"Turning Me On";"Keri Hilson ft. Lil Wayne";www.hear-it-first.net;applemusicapp;0
"Turnt Up";"Lupe Fiasco";"Enemy Of The State: A Love Story";applemusicapp;0
"Turnt Up";"Travis Porter Feat ATL & YT";;applemusicapp;0
Tush;"ZZ Top";;applemusicapp;1
TV;"Blink 182";Buddha;applemusicapp;1
"Twenty-Twenty Surgery";"Taking Back Sunday";"Louder Now";applemusicapp;1
Twentythree;Yellowcard;"Ocean Avenue";applemusicapp;1
Twice;"Christina Aguilera";Liberation;applemusicapp;1
Twilight;"Vanessa Carlton";"Be Not Nobody";applemusicapp;1
"Twin Skeleton's (Hotel In NYC)";"Fall Out Boy";"American Beauty/American Psycho";applemusicapp;1
"Twist and Shout";"The Beatles";"Please Please Me";applemusicapp;1
"Two Black Cadillacs";"Carrie Underwood";"Blown Away";applemusicapp;1
"Two Princes";"Spin Doctors";"100 Greatest Rock Songs Of The 90s";applemusicapp;1
Tyrant;OneRepublic;"Dreaming Out Loud";applemusicapp;1
"U & Me = Love";Jewel;0304;applemusicapp;1
"U + Ur Hand";Pink;"I'm Not Dead";applemusicapp;1
"U and Dat";"E-40 FT T-PAIN & KANDI G";"My Ghetto Report Card";applemusicapp;0
"U With Me?";Drake;Views;applemusicapp;1
"U.O.E.N.O. (feat. Rick Ross & Future)";Rocko;"Gift of Gab 2 (Deluxe Edition)";applemusicapp;1
"Uh Huh";"Forever The Sickest Kids";"Underdog Alma Mater";applemusicapp;1
"Ultralight Beam";"Kanye West";"The Life of Pablo";applemusicapp;1
"Uma Thurman";"Fall Out Boy";"American Beauty/American Psycho";applemusicapp;1
Umbrella;"Rihanna Feat. Jay-Z";"Good Girl Gone Bad";applemusicapp;0
Umbrella;Rihanna;"Good Girl Gone Bad";applemusicapp;1
Umbrella;Train;"Save Me, San Francisco (Golden Gate Edition)";applemusicapp;1
"Umbrella Beach";"Owl City";"Ocean Eyes";applemusicapp;1
"Un-Sweet Sixteen";Wakefield;"Confessions Of A Teenage Drama Queen";applemusicapp;1
Unbreakable;"Fearless Motivation";"Working on the Dream (Motivational Speeches)";applemusicapp;1
Unbreakable;"Fearless Motivation";"10% Human 90% Beast (Gym Motivational Speeches)";applemusicapp;1
"Uncle Albert Admiral Halsey";Wings;;applemusicapp;1
"Uncommon (Motivational Speech)";"Fearless Motivation";"Uncommon Being (Motivational Speeches)";applemusicapp;1
Unconditionally;"Katy Perry";"PRISM (Deluxe)";applemusicapp;1
Undecided;"Chris Brown";"Undecided - Single";applemusicapp;1
"Under Control";"Calvin Harris";;applemusicapp;1
"Under My Tree";"'N Sync";"Home For Christmas";applemusicapp;1
"Under Pressure";"David Bowie & Queen";"VH1 100 Greatest Songs of 80’s";applemusicapp;0
"Under The Bridge";"Red Hot Chili Peppers";"100 Greatest Rock Songs Of The 90s";applemusicapp;1
"Under The Bridge";"Red Hot Chili Peppers";;applemusicapp;1
"Under The Influence";Eminem;"The Marshall Mathers LP";applemusicapp;1
"Under The Sea";"Timeflies Tuesday";;applemusicapp;0
"Under The Weather";"Mac Miller";"Blue Slide Park";applemusicapp;1
Underappreciated;"Christina Aguilera";Stripped;applemusicapp;1
"Underclass Hero";"Sum 41";"Underclass Hero";applemusicapp;1
